plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label
PLAN60RJIW,13-02-2025,P_BSP,CMO_BHOPAL,CUST0313,Central,Rod,A,High,129.3,Rail,1278,38,25.5,1309.8,0,0.52,1151.5,3,844.2,1874.8,2474.9,9,1,1,RT59,55,BOXN,1,2750,1969.1,1.71,1.7,0,53,87885.75,175.542751,1.480112216,2547640.07,3724716.9,1,1,1
PLAN1SWJCK,01-08-2025,P_BSP,CMO_MUMBAI,CUST0394,West,Rod,S1,Normal,26.2,Rail,1392,36.6,34.7,1617.5,0,0.68,1489.4,2,1709.8,829.8,1213.2,5,5,0,RT45,33,BOBRN,11,2200,1213.2,0.81,8.13,20564.02,44.9,81395.09,276.7013309,1.730709255,2014962.34,2922777.48,1,0,1
PLANJLTEIY,16-02-2025,P_BSP,CMO_DELHI,CUST0066,North,Coil,A,High,67.4,Rail,1037,44,11.5,1222.9,1,0.61,939,4,1686.1,629.9,1279.7,1,4,1,RT45,68,BRN,11,2200,1279.7,1.36,10.07,39048.66,43.8,95563.68,225.5745864,1.346679312,1585855.31,1787109.3,1,0,0
PLANZCOTOH,02-04-2025,P_BSP,CMO_KOLKATA,CUST0090,East,Coil,A,Normal,29.3,Rail,1584,43.9,43.5,719.3,1,0.89,593.9,3,1321.8,400.6,1716.1,3,5,1,RT59,43,BOST,11,2750,1562.2,2.63,9.38,35338.71,44.1,68984.17,164.404101,1.715460316,3180572.26,4244949.1,1,0,1
PLANP6VZ41,19-03-2025,P_BSP,CMO_DELHI,CUST0252,North,Wire,CR,Normal,25.5,Rail,98,34.6,6,1180.9,0,0.71,1096.1,5,2061.9,1129,1185.7,1,4,1,MIX60,61,BCNHL,8,2850,1185.7,1.08,8.72,21482.03,31.9,63977.32,188.9180844,1.331975583,639000.05,154773.7,0,0,1
PLANNAM148,22-03-2025,P_BSP,CMO_BHOPAL,CUST0349,Central,Slab,CR,VIP,124.2,Rail,274,33.1,6,1352.6,0,0.68,1244.3,3,1369.5,724.9,2084,7,4,1,RT59,66,BOBRN,3,2750,1804.4,1.45,6.98,5446.7,51,86582.35,180.3662165,1.509384578,929631.02,746248.19,0,0,1
PLANP0TVHH,02-05-2025,P_BSP,CMO_DELHI,CUST0158,North,Plate,S1,Normal,44.5,Rail,409,33.4,6.8,1228,0,0.73,1144,2,2144.6,697.5,1658.5,7,6,0,RT59,57,BOBRN,2,2750,1658.5,1.45,12.06,43954.08,46.9,101624.11,60,1.65577786,1191409.47,1123158,0,0,1
PLANPBMYOF,19-02-2025,P_BSP,CMO_MUMBAI,CUST0304,West,Plate,TMT,Normal,24.7,Rail,254,37.2,14.3,1268.1,0,0.89,1233.1,2,1303.8,598.7,2480.8,6,9,1,RT58,60,BOXN,5,2700,1663,1.35,9.71,14972.97,45.5,66534.77,201.1140018,1.780464191,748710.45,752071.64,1,0,1
PLANQEWAOU,14-04-2025,P_BSP,CMO_CHENNAI,CUST0373,South,Coil,HR,High,106,Rail,1081,35.9,27.5,1298.2,0,0.67,1190.1,2,1157.1,1680,1626.3,9,4,0,RT58,61,BOXN,10,2700,1626.3,1.37,6.71,20732.32,44.5,78518.07,179.2333141,1.538989153,2038783.03,2705589.56,1,0,1
PLANAXEQBN,01-04-2025,P_BSP,CMO_BHOPAL,CUST0393,Central,Slab,HB,High,69.9,Rail,528,49.7,8.8,966.9,0,0.8,917.5,1,2108,635.1,2422.3,7,6,0,RT45,63,BRN,2,2200,2422.3,2.64,7.2,14108.49,82.8,94958.05,231.303591,1.562192023,1815287.41,1998003.61,1,0,1
PLANHL1N13,01-02-2025,P_BSP,CMO_BHOPAL,CUST0205,Central,Rod,S1,VIP,122.2,Rail,1025,37,30.6,998.2,0,0.56,888.2,1,2934.4,1080.2,1437.2,5,2,1,RT59,51,BCNHL,38,2750,1437.2,1.62,0,35791.63,39.3,86937.16,311.2877648,1.405357763,2044458.62,2070274.68,1,0,1
PLANJCAT9M,01-06-2025,P_BSP,CMO_KOLKATA,CUST0056,East,Rod,HR,High,86.6,Rail,1457,32.5,43.9,1107.6,0,0.77,1043.4,4,10036.8,984.9,1452.5,7,4,1,MIX60,64,BRN,2,2850,1452.5,1.39,3.67,0,37.2,73880.23,181.102035,1.714812885,2185316.22,3629045.65,1,0,1
PLANX2X18H,23-02-2025,P_BSP,CMO_CHENNAI,CUST0397,South,Plate,HB,Normal,23.4,Rail,1602,32.8,56.2,1298.2,0,0.81,1235.3,4,1474.2,0,1766.2,4,4,1,RT59,42,BOBRN,0,2750,1474.2,1.19,0.65,0,41.6,88485.95,190.5815362,1.862432849,3100932.66,4398448.81,1,0,1
PLANAFEYUH,16-04-2025,P_BSP,CMO_DELHI,CUST0291,North,Coil,HB,Normal,91.7,Rail,220,38.9,6,902.7,0,0.61,815.1,3,2873.8,1685.3,714,9,2,1,RT45,38,BOXN,7,2200,714,0.88,6.7,9275.42,25.2,89357.17,158.7171662,1.358041206,547461.04,213321.11,0,0,1
PLANZ1GV0E,01-04-2025,P_BSP,CMO_DELHI,CUST0053,North,Rod,S1,High,69.6,Rail,837,29.1,27.5,1714.1,1,0.7,1347.6,2,1384.8,58.9,1748.1,6,6,1,RT45,68,BOST,13,2200,1420.1,1.05,0,0,52.6,81834.55,100.7511268,1.467154895,1767284.95,1743895.08,0,0,1
PLAN38DALY,23-02-2025,P_BSP,CMO_CHENNAI,CUST0058,South,Wire,CR,Normal,21.1,Rail,1009,39.6,39,594.1,0,0.78,562.1,4,2846.4,439.6,2567.8,4,6,0,RT58,49,BOBRN,9,2700,2567.8,4.57,10.75,66628.69,73.8,77428.21,254.4565761,1.622496867,3411899.91,4203743.68,1,0,1
PLAN8OZCYW,04-03-2025,P_BSP,CMO_DELHI,CUST0223,North,Coil,HR,Normal,27.6,Rail,172,32,6,773.3,0,0.66,708.4,2,3949.2,596.8,998,5,6,1,RT58,35,BOBRN,9,2700,998,1.41,15.92,75575.3,28.7,82654.1,186.1311901,1.961814476,583362.41,336757.23,0,0,1
PLAND14VE9,03-04-2025,P_BSP,CMO_BHOPAL,CUST0176,Central,Coil,TMT,Normal,52.7,Rail,318,47,8.2,1338.4,0,0.57,1194.9,3,1953.2,509.9,2496.8,8,5,1,RT58,49,BCNHL,10,2700,2259.1,1.89,5.38,12477,62.8,67592.87,314.7339416,1.729282357,1043558.92,1242305.72,1,1,1
PLAN2MPNSM,18-01-2025,P_BSP,CMO_BHOPAL,CUST0254,Central,Plate,A,Normal,60.6,Rail,284,40.7,6,1316.9,0,0.52,1157.7,1,2770.7,708.4,1852.9,7,4,1,RT59,53,BCNHL,2,2750,1852.9,1.6,3.59,0,50.7,76672.58,170.8926795,1.425666824,871436.56,750219.53,0,0,1
PLAN43D8W3,31-03-2025,P_BSP,CMO_MUMBAI,CUST0290,West,Wire,HR,Normal,21.7,Rail,639,52.7,6,1181.9,0,0.68,1086.9,4,2361.3,491.2,1924.7,6,7,0,RT58,51,BOST,5,2700,1924.7,1.77,3.17,0,55.3,85473.02,60,1.389521114,1647765.56,1708948.81,1,0,1
PLANZP08J3,13-02-2025,P_BSP,CMO_BHOPAL,CUST0348,Central,Wire,TMT,Normal,32.1,Rail,1536,38.6,45,1369,0,0.52,1203.8,5,1820.1,1342.7,2084.8,2,5,1,RT45,53,BRN,10,2200,2084.8,1.73,0,0,71.3,97074.23,200.2264147,1.672407436,3290318.32,5355471.39,1,0,0
PLANTRP0J4,02-03-2025,P_BSP,CMO_DELHI,CUST0350,North,Coil,S1,High,60,Rail,324,25,22.9,1341.9,1,0.63,1034.4,5,1399.4,1036.4,1594.1,3,4,0,RT59,52,BOST,11,2750,1594.1,1.54,8.63,45499.19,45,67210.58,111.2893184,1.475260794,1188495.9,761955.09,0,0,1
PLAN3D5IQV,15-03-2025,P_BSP,CMO_MUMBAI,CUST0091,West,Slab,HR,Normal,34.8,Rail,911,48.7,26.2,1200,0,0.74,1120.8,5,1465,551.7,2045.5,1,8,1,RT45,50,BRN,4,2200,1796,1.6,5.82,3111.49,61.4,87644.77,213.9927277,1.391779853,2317314.89,2277168.96,0,0,0
PLANNB4GH2,03-03-2025,P_BSP,CMO_MUMBAI,CUST0111,West,Wire,CR,Normal,47.7,Rail,1420,43,29.7,1267.1,0,0.72,1178,5,817.6,465.3,1637.1,3,1,1,RT58,45,BOXN,1,2700,1096.8,0.93,7.35,3823.85,30,66472.27,156.9347775,1.337739069,2223125.44,2083469.74,0,0,1
PLANM5ZJA8,04-10-2025,P_BSP,CMO_BHOPAL,CUST0091,Central,Coil,S1,Normal,25.6,Rail,1004,43.9,21.8,414.8,0,0.76,390.4,5,3369.7,574,1389.7,2,5,1,RT45,56,BOXN,5,2200,1389.7,3.56,6.28,22647.75,49,91125.15,169.6035543,1.813856775,1816622.31,2530799.63,1,0,0
PLANDZR1YX,14-01-2025,P_BSP,CMO_CHENNAI,CUST0116,South,Plate,HR,Normal,35.8,Rail,374,34,13.1,1166.7,0,0.74,1091.4,5,5557,437.9,2624.7,6,5,1,RT59,54,BOST,11,2750,2624.7,2.4,6.11,26307.1,74.1,98925.23,169.5785106,1.448267316,1280783.37,1421673.94,1,0,1
PLANR2DHYL,04-05-2025,P_BSP,CMO_KOLKATA,CUST0042,East,Rod,TMT,Normal,29.9,Rail,719,39.7,20,1188.1,0,0.73,1107.3,5,776,320.4,929.4,4,9,1,RT45,64,BOST,0,2200,929.4,0.84,0.09,0,34.4,63293.98,184.388315,1.171662122,1111962.92,782949.86,0,0,1
PLANURTP0L,17-02-2025,P_BSP,CMO_KOLKATA,CUST0315,East,Wire,HR,VIP,92.9,Rail,935,41.1,26.8,1678.2,0,0.62,1517,4,3370.6,1174.2,1454.2,3,4,1,RT59,57,BRN,8,2750,1454.2,0.96,8.01,17614.48,37.9,71633.64,180.4994534,1.348593523,1856016.26,1833651.6,0,0,1
PLANZJJEGE,15-01-2025,P_BSP,CMO_MUMBAI,CUST0088,West,Plate,CR,Normal,75.1,Rail,1385,38.6,37.1,993.6,0,0.53,877.8,5,1760.5,643.9,2379.4,8,3,0,RT58,53,BOBRN,1,2700,2146.8,2.45,12.8,37632.16,61.7,68080.32,164.2928304,1.55272425,3220766.11,4616742.96,1,0,1
PLANT1GHR0,13-03-2025,P_BSP,CMO_BHOPAL,CUST0024,Central,Coil,TMT,Normal,25.2,Rail,96,29.6,6,1191,0,0.54,1055.5,5,1231.6,958,1158.2,5,5,1,MIX60,63,BOXN,8,2850,1158.2,1.1,4.17,0,30.6,78009.38,121.8660548,1.679952852,517356.95,186789.25,0,0,1
PLAN9SKDGI,19-03-2025,P_BSP,CMO_DELHI,CUST0245,North,Slab,CR,Normal,53.9,Rail,150,56.6,6,1555.9,0,0.78,1471.1,3,1970.3,826,1677.8,4,1,0,RT59,39,BOBRN,2,2750,1677.8,1.14,2.85,0,47.4,73128.32,219.5219532,1.704636687,622040.17,429005.91,0,0,1
PLANGATJ9T,28-03-2025,P_BSP,CMO_KOLKATA,CUST0227,East,Plate,CR,High,102.4,Rail,1372,45,36.5,1340,0,0.86,1291.8,4,1116.7,1379.8,838.8,6,1,1,RT59,64,BOBRN,11,2750,838.8,0.65,11.16,31659.81,23.7,94993.33,93.68455432,1.610672452,1767381.19,1853615.98,1,0,1
PLANZE5R5U,03-03-2025,P_BSP,CMO_BHOPAL,CUST0385,Central,Slab,S1,Normal,49.5,Rail,1428,42.5,51.1,1206.3,0,0.53,1065,3,2080.9,1158.1,1506.3,4,1,1,RT59,53,BCNHL,0,2750,1506.3,1.41,1.12,0,41.2,84212.18,297.3581545,1.772990345,3120736.88,3813695.85,1,0,1
PLANQPGB7R,02-09-2025,P_BSP,CMO_KOLKATA,CUST0336,East,Coil,TMT,High,70.6,Rail,384,47.9,6,1440.6,0,0.92,1413.1,2,1515.9,944.7,793.3,5,4,1,RT59,43,BOXN,1,2750,793.3,0.56,11.11,21738.23,21.3,85277.06,181.2118988,1.831528122,1186787.28,557933.28,0,0,1
PLAN3OCWBF,26-03-2025,P_BSP,CMO_BHOPAL,CUST0010,Central,Plate,CR,High,68.3,Rail,1554,43.9,36.8,1001.8,0,0.92,982.3,5,1471.2,1718.1,1293.5,4,5,1,RT58,63,BOST,9,2700,1293.5,1.32,13.88,69798.43,37.2,75968.55,248.678835,1.756775008,2329902.36,3531291.69,1,0,1
PLANUK9E1V,21-03-2025,P_BSP,CMO_BHOPAL,CUST0356,Central,Coil,CR,High,76.2,Rail,1110,35.9,28.7,1631.3,0,0.83,1563.3,1,3662.9,517.9,1915.9,9,7,1,RT45,66,BCNHL,9,2200,1915.9,1.23,10.32,49184.87,68.7,88257.59,199.5565736,1.924614822,2398550.04,4092980.19,1,1,1
PLAN2ISQP4,19-04-2025,P_BSP,CMO_MUMBAI,CUST0350,West,Wire,A,High,62.4,Rail,1417,47.5,31.7,1360.6,0,0.75,1273.9,5,632.7,724.9,1760.2,2,5,0,RT59,68,BOXN,8,2750,1067.6,0.84,0,0,28.7,96908.62,60,1.749944293,2486915.69,2647296.83,1,0,1
PLAN9KWV08,23-03-2025,P_BSP,CMO_BHOPAL,CUST0139,Central,Rod,HB,Normal,38.2,Rail,896,45.1,25.7,793.5,0,0.52,698.1,5,1286.1,1061.2,2565.7,1,4,1,RT59,59,BOXN,9,2750,1922.8,2.75,6.18,11527.89,51.7,73871.4,146.097309,1.128361676,2388618.44,1943973.99,0,0,0
PLANHHXFGC,21-04-2025,P_BSP,CMO_DELHI,CUST0162,North,Coil,HR,Normal,50,Rail,1206,36.2,32.1,1048.7,0,0.74,979.9,3,551.2,1137.7,2303.5,7,4,0,RT59,62,BOST,6,2750,1233.8,1.26,4.05,0,34.9,92715.29,94.51020361,1.759678374,1983856.1,2618335.96,1,0,1
PLANAQVKIZ,22-02-2025,P_BSP,CMO_DELHI,CUST0202,North,Coil,CR,Normal,54.3,Rail,900,44.7,7.8,660.6,0,0.82,630.4,2,1955.8,448.5,1544.1,9,6,0,RT58,34,BOST,2,2700,1544.1,2.45,0.69,0,44.4,64534.61,289.4196026,1.596585734,1610995.56,2218759.23,1,0,1
PLANZQY72W,24-01-2025,P_BSP,CMO_DELHI,CUST0087,North,Coil,CR,Normal,57.3,Rail,272,38.6,13.2,1398.9,0,0.95,1381.6,3,1343.5,786.4,2466.6,9,6,1,RT59,41,BOBRN,4,2750,1815.3,1.31,8.26,16484.17,51.3,116797.1,194.1780972,1.673402645,1089765.16,826261.97,0,0,1
PLANX7PTX6,26-01-2025,P_BSP,CMO_DELHI,CUST0352,North,Wire,HB,Normal,30.5,Rail,1677,41.3,41.4,1340.9,1,0.53,1005.3,4,1172.7,808.9,1702,4,4,1,RT45,45,BRN,9,2200,1658,1.65,8.66,21996.1,56.7,68642.4,212.3543792,1.666069761,3043242.36,4632450.32,1,0,1
PLAN3CFL0U,30-03-2025,P_BSP,CMO_KOLKATA,CUST0238,East,Plate,HB,Normal,20.4,Rail,608,43.6,11.9,1084.9,1,0.86,890,2,2142.4,1732.2,1323.6,4,6,1,RT58,52,BOXN,0,2700,1323.6,1.49,7.24,4494.44,36.2,98801.94,140.7387778,1.827734563,1425186.68,1470867.2,1,0,1
PLANKEYZ7S,03-01-2025,P_BSP,CMO_BHOPAL,CUST0006,Central,Rod,S1,Normal,31.9,Rail,250,48.2,6,1500.1,1,0.8,1212.5,2,2609.7,1064.9,934.5,1,4,1,RT59,46,BCNHL,2,2750,934.5,0.77,16.12,57010.66,25.5,69701.82,172.5956132,1.486992001,726090.97,347398.51,0,0,0
PLANRCBPLJ,19-04-2025,P_BSP,CMO_BHOPAL,CUST0059,Central,Wire,HB,High,61,Rail,1640,36.1,47.3,1179.1,0,0.78,1115,2,3676,1232.3,2822.9,1,3,0,RT45,30,BOXN,10,2200,2822.9,2.53,14.33,51759.06,99.6,82739.23,295.6583958,1.533542339,5556299.61,7099620.14,1,0,0
PLAND84U89,02-10-2025,P_BSP,CMO_CHENNAI,CUST0209,South,Coil,CR,Normal,32,Rail,330,42.2,6,1855.8,1,0.52,1386.5,3,10493,644.6,2692.6,1,4,1,RT45,35,BCNHL,4,2200,2692.6,1.94,6.37,10140.05,96.5,91234.04,83.23735112,1.55055018,1256978.41,1377753.77,1,0,1
PLANYJB1QX,29-01-2025,P_BSP,CMO_BHOPAL,CUST0045,Central,Slab,TMT,Normal,29.2,Rail,1490,52.1,25.1,900.1,0,0.52,791.7,5,1284.8,499.8,1658.3,6,7,0,RT58,57,BCNHL,1,2700,1584.7,2,5.76,316.03,44.1,93381.92,336.299383,1.726140171,3058153.38,4075767.35,1,0,1
PLAN6GVWRD,15-01-2025,P_BSP,CMO_MUMBAI,CUST0360,West,Plate,A,High,87.4,Rail,1310,38.9,26.1,1360.4,0,0.83,1301,5,1206.2,630.5,1741.6,6,3,0,RT58,34,BOST,1,2700,1584.5,1.22,5.55,0,45.5,85160.98,168.0164037,1.805156465,2691563.4,3746954.25,1,0,1
PLANMLY4LY,14-02-2025,P_BSP,CMO_KOLKATA,CUST0097,East,Wire,TMT,High,91.5,Rail,620,41.2,11,1100.6,1,0.59,838.8,5,1813,1019.1,1636.1,5,3,1,RT59,38,BOST,1,2750,1636.1,1.95,10.79,27904.09,46.2,93366.77,60,1.430154886,1313676.33,1450723.37,1,0,1
PLANK83TQL,03-06-2025,P_BSP,CMO_BHOPAL,CUST0083,Central,Coil,HR,Normal,28.8,Rail,1732,52.1,37,1030.7,0,0.9,1004.9,5,1905,1390.1,466.3,2,5,1,RT59,30,BOST,0,2750,466.3,0.46,0,0,13.2,58504.08,131.7912717,1.870420178,1592184.13,1510610.44,0,0,1
PLANL8OS9X,30-03-2025,P_BSP,CMO_MUMBAI,CUST0219,West,Coil,TMT,High,64.2,Rail,495,43.8,6,1156.7,0,0.71,1073.2,5,5115.8,231,1723,6,7,1,RT59,32,BOBRN,4,2750,1723,1.61,6.75,7907.92,48.7,81556.96,143.6052514,1.84567356,1344413.24,1574147.29,1,0,1
PLANTOGN1W,03-12-2025,P_BSP,CMO_KOLKATA,CUST0068,East,Coil,TMT,Normal,31.5,Rail,873,31.2,34.9,1291.8,0,0.6,1162.5,4,2472.5,1592.4,301.3,1,3,1,RT58,59,BOXN,8,2700,301.3,0.26,0,0,8.2,100976.78,145.8187229,1.523787519,835135.92,400809.3,0,0,0
PLAN1HT7PZ,01-09-2025,P_BSP,CMO_KOLKATA,CUST0187,East,Coil,HB,Normal,23.5,Rail,1483,35.2,35,1214.6,0,0.91,1187.6,1,1026,1154.5,973.5,3,6,1,RT59,50,BRN,5,2750,973.5,0.82,9.27,22702.07,25.4,92946.5,175.1843714,1.488577748,2102562.7,2149060.44,1,0,1
PLANE9VIFT,29-03-2025,P_BSP,CMO_KOLKATA,CUST0048,East,Rod,S1,High,63.6,Rail,1247,44.1,29.2,1369.4,0,0.6,1233.7,2,991.8,1200.4,1790.8,5,6,0,RT59,46,BCNHL,9,2750,1712,1.39,6.64,16319.98,46.8,78521.37,161.1485625,1.820648175,2643258.13,3886836.25,1,0,1
PLANTD96QE,01-01-2025,P_BSP,CMO_DELHI,CUST0375,North,Rod,TMT,High,65.1,Rail,104,42.5,6,1351.7,0,0.78,1278.9,1,2721.1,1173.7,2368.5,5,5,0,RT58,33,BOXN,9,2700,2368.5,1.85,12.3,59775.19,64.8,83009.42,116.8985969,1.597507936,502621.33,393504.54,0,0,1
PLAN3RZSJ4,18-04-2025,P_BSP,CMO_MUMBAI,CUST0169,West,Wire,HB,Normal,31.1,Rail,747,41,23.2,1562.9,0,0.72,1453.8,4,1596.2,637.5,628.6,7,7,1,RT58,62,BOST,6,2700,628.6,0.43,7.3,8380.93,18.1,68929.94,206.7561498,1.381158809,1122889.12,648542.73,0,0,1
PLAN9ITN7S,01-08-2025,P_BSP,CMO_MUMBAI,CUST0161,West,Slab,HR,High,78.9,Rail,1176,53,27.2,899.7,0,0.82,859.1,5,4228.1,748.9,1687,5,3,1,RT45,69,BOBRN,2,2200,1687,1.96,8.69,21188.39,62.5,49071.15,292.5875479,1.554419576,2583193.42,3083831.65,1,0,1
PLAN55J2O7,29-03-2025,P_BSP,CMO_CHENNAI,CUST0397,South,Slab,S1,High,59.1,Rail,711,36.3,19.1,810.7,0,0.66,742.1,4,2463.4,1072.2,1749.4,6,8,0,RT59,59,BOBRN,6,2750,1749.4,2.36,11.34,48052.44,49.4,92921.7,150.7551622,1.282924694,1838109.75,1595731.75,0,0,1
PLANS3KKV9,03-04-2025,P_BSP,CMO_BHOPAL,CUST0357,Central,Coil,TMT,Normal,33.1,Rail,1196,39.6,29.2,1183.1,0,0.65,1080.7,4,966.1,700,1685.5,7,7,1,RT45,57,BOXN,11,2200,1386.1,1.28,8.15,34237.11,48.9,87235.16,167.2101926,1.44833371,2046087.6,2401012.29,1,0,1
PLANRFTMTT,01-11-2025,P_BSP,CMO_BHOPAL,CUST0319,Central,Plate,HR,Normal,34.7,Rail,584,28.2,24.3,1001.6,1,0.8,808.4,1,892.9,893.6,2030.3,2,7,0,RT45,53,BOST,3,2200,1429.1,1.77,5.08,0,52.9,84141.65,230.8423153,1.846674506,1193650.27,1541224.2,1,0,0
PLANQLGZUI,25-04-2025,P_BSP,CMO_CHENNAI,CUST0370,South,Slab,CR,Normal,26,Rail,1701,47,37.9,1418.5,0,0.97,1407.3,2,2224,534.5,2339.4,3,6,1,RT58,52,BOST,1,2700,2339.4,1.66,0.93,0,67.2,55038.59,169.9460456,1.981504154,4187971.23,7885037.92,1,1,1
PLAN1B0Z3N,22-03-2025,P_BSP,CMO_BHOPAL,CUST0213,Central,Coil,S1,High,78.8,Rail,415,35.2,9.7,933,0,0.96,923.7,3,1473.1,1109.1,1830.9,3,2,1,RT59,46,BOXN,5,2750,1830.9,1.98,4.31,0,49.3,76463.89,192.0699178,1.572025734,982410.28,1194462.1,1,0,1
PLANX39RBS,01-08-2025,P_BSP,CMO_CHENNAI,CUST0202,South,Slab,S1,Normal,29.6,Rail,504,46.3,13.1,1062.6,0,0.53,937.5,3,3582.1,743.7,2877.2,1,6,1,RT58,57,BOBRN,3,2700,2877.2,3.07,13.12,72054.48,82.7,55324.07,168.9587727,1.575047532,1869406.57,2283990.29,1,0,0
PLANV55PSQ,02-04-2025,P_BSP,CMO_BHOPAL,CUST0167,Central,Slab,S1,Normal,41.2,Rail,578,45.7,11.6,1116.9,1,0.78,896.7,2,2216.4,638.1,1647.2,9,7,1,MIX60,65,BOBRN,11,2850,1647.2,1.84,4.21,8188.01,45.8,47397.81,200.4551501,1.762106579,1434050.5,1677669.25,1,0,1
PLAN0OXFQ8,02-04-2025,P_BSP,CMO_DELHI,CUST0122,North,Wire,A,Normal,93.8,Rail,1467,54.1,23.5,1641.4,0,0.51,1440.1,5,2190.1,469.8,1088.2,9,1,1,RT59,62,BRN,8,2750,1088.2,0.76,3.86,0,28.4,70506.95,270.031069,1.877011577,2129203.49,2996441.39,1,0,1
PLANMYX444,02-02-2025,P_BSP,CMO_KOLKATA,CUST0311,East,Wire,HR,High,90.8,Rail,1026,43.9,21.1,1726.9,0,0.83,1655.1,4,864.8,534,3068.2,9,5,1,RT59,63,BOXN,3,2750,1185.2,0.72,10.5,25884.72,31.9,105412.88,302.3799579,1.415325122,1943247.17,1721056.86,0,0,1
PLANNLZ15B,01-05-2025,P_BSP,CMO_DELHI,CUST0029,North,Coil,S1,Normal,65.1,Rail,709,37.9,21.6,914.6,0,0.85,879.3,5,1357.9,271.9,3511.2,9,5,0,RT58,43,BCNHL,5,2700,1521,1.73,4.78,68.83,42.3,84887.78,145.9234877,1.459954244,1380340.51,1574398.6,1,0,1
PLANCW790P,16-04-2025,P_BSP,CMO_BHOPAL,CUST0232,Central,Rod,HR,Normal,71.5,Rail,1302,42.7,24.9,651.1,0,0.6,586.1,4,1757.6,969.3,2219.3,8,3,1,RT59,63,BCNHL,10,2750,2219.3,3.79,0,0,60.7,75705.39,226.9045562,1.772316731,3086282.66,5121159.88,1,1,1
PLANDW5PY6,13-04-2025,P_BSP,CMO_CHENNAI,CUST0119,South,Rod,TMT,High,91.7,Rail,797,35.4,29.1,1056.5,0,0.83,1012.1,3,587.2,560.8,203.6,5,1,0,RT58,57,BOXN,7,2700,203.6,0.2,0,0,5.6,73981.04,222.6521319,1.522751601,839735.12,247095.68,0,0,1
PLANB2KNFT,02-10-2025,P_BSP,CMO_KOLKATA,CUST0098,East,Wire,A,Normal,63.9,Rail,1516,41.9,32.8,1190.8,0,0.54,1053.9,2,2627.7,783,1985.2,9,4,0,RT58,31,BOBRN,5,2700,1985.2,1.88,3.13,0,57,71642.02,122.8432316,1.538038071,3047474.56,4628822.78,1,0,1
PLANU2GC5W,28-01-2025,P_BSP,CMO_BHOPAL,CUST0400,Central,Coil,HR,High,62,Rail,418,38.8,6,1189.6,0,0.57,1060.5,1,3017.4,1286.1,1314.3,7,6,0,RT58,44,BCNHL,8,2700,1314.3,1.24,9.55,32155.07,36.5,98960.63,265.4821442,1.15175716,1188995.02,632749.35,0,0,1
PLANI6FQJJ,01-07-2025,P_BSP,CMO_KOLKATA,CUST0045,East,Coil,HB,VIP,98,Rail,738,39.6,22,1178.9,0,0.75,1104.5,1,1316,752.1,2840.9,2,3,1,RT59,51,BRN,4,2750,1767.3,1.6,8.31,11171.82,46.1,79663.38,179.1657015,1.730143413,2128608.23,2256569.65,1,0,1
PLANA26YFP,14-03-2025,P_BSP,CMO_CHENNAI,CUST0145,South,Plate,CR,Normal,27.1,Rail,1041,34.6,13.9,1404,1,0.68,1096.7,2,3870.4,736.9,1791.8,7,8,1,RT45,60,BOBRN,5,2200,1791.8,1.63,3.89,0,66.4,103954.4,153.2808465,1.555855563,1920217.77,2902081.06,1,0,1
PLANMVXPJ4,13-03-2025,P_BSP,CMO_KOLKATA,CUST0355,East,Coil,A,Normal,28.6,Rail,508,41.8,6.1,1099.3,1,0.95,922.4,3,3769.8,779.7,1324.3,4,5,1,RT59,43,BCNHL,2,2750,1324.3,1.44,8.07,14027.99,36.2,79665.87,170.5463805,1.888053289,903103.03,1270177.28,1,0,1
PLANHNRIUU,01-12-2025,P_BSP,CMO_CHENNAI,CUST0398,South,Wire,HR,Normal,42.5,Rail,978,44.9,36.3,1253.3,1,0.8,1010.9,4,2475.6,917.1,2037.6,7,5,0,RT58,48,BRN,7,2700,2037.6,2.02,7.46,28032.21,54,109864.17,111.8716705,1.488294139,2376364.67,2965832.08,1,0,1
PLAN9K9XJU,02-03-2025,P_BSP,CMO_DELHI,CUST0120,North,Plate,S1,Normal,59.2,Rail,218,30.1,13.6,1361.2,0,0.83,1303.3,1,1743.3,612.9,2702.7,7,4,1,RT59,63,BCNHL,7,2750,2111,1.62,0,0,57.7,95189.42,225.8772525,1.783551681,768260.66,820786.92,1,0,1
PLANY0BVR6,02-02-2025,P_BSP,CMO_CHENNAI,CUST0353,South,Coil,S1,Normal,26.4,Rail,1796,35.9,55.9,1254.9,0,0.9,1222.7,3,3286.1,1140.8,1229.6,3,4,0,RT59,60,BOBRN,1,2750,1229.6,1.01,0,0,34.7,79492.21,60,1.64645848,2566405.8,3635975.68,1,0,0
