plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label,plan_dayofweek,plan_month,plan_day,selected_for_rake_prob,choose_rail_prob,on_time_prob,pred_rail_cost_total,pred_road_cost_total,y_rail,q_rail_tons,optimized_total_cost,optimized_mode
PLANF75935,2025-03-01,P_BSP,CMO_MUMBAI,CUST0267,West,Coil,TMT,Normal,80.9,Rail,1099,35.7,29.0,1309.2,0,0.61,1180.5,4,1314.3,1053.5,1191.7,9,3,1,MIX60,63,BOST,7,2850,1191.7,1.01,2.21,0.0,33.1,83788.16,60.0,1.902623845,1551230.88,2491825.16,1,0,1,5,3,1,0.003667121587359232,0.9770172275484567,0.9966624576737545,1901719.5716552865,2477854.9929324286,0,0.0,2477854.9929324286,Road
PLANA0L725,2025-11-04,P_BSP,CMO_KOLKATA,CUST0395,East,Coil,A,Normal,55.3,Rail,194,44.0,6.0,1242.8,0,0.98,1235.7,1,879.5,1245.6,2478.0,6,3,1,RT58,68,BRN,3,2700,1626.9,1.32,7.8,8640.25,43.2,74277.14,198.485867,2.094607887,759145.29,661097.21,0,0,1,1,11,4,0.0036088314004748493,0.08219887118973972,0.9965710045830819,733548.4644916964,677991.4513831388,0,0.0,677991.4513831388,Road
PLAN3J2D54,2025-02-20,P_BSP,CMO_KOLKATA,CUST0288,East,Coil,A,Normal,27.6,Rail,1011,30.1,36.1,893.8,1,0.54,672.8,4,2645.7,446.7,1776.0,2,5,0,RT59,50,BOBRN,7,2750,1776.0,2.64,0.0,0.0,50.2,85147.83,204.0932864,1.76149063,2032954.54,3162819.84,1,0,0,3,2,20,0.004067846182647988,0.9844863986476723,0.19943363207986955,2329356.261909577,3148318.612283453,0,0.0,3148318.612283453,Road
PLANI3QK2I,2025-07-01,P_BSP,CMO_MUMBAI,CUST0306,West,Rod,HB,VIP,98.5,Rail,753,49.6,12.4,1271.6,0,0.86,1228.5,4,1965.4,528.5,2506.7,6,7,1,RT45,42,BOXN,2,2200,2282.5,1.86,1.25,0.0,80.5,96937.52,194.4439294,1.306883974,1907971.47,2246170.89,1,1,1,1,7,1,0.5782300775305392,0.8812207607421171,0.9965855074606225,1940031.4756796188,2173220.1714250804,0,0.0,2173220.1714250804,Road
PLANAGL58K,2025-01-21,P_BSP,CMO_CHENNAI,CUST0281,South,Coil,HR,High,68.2,Rail,1337,44.0,20.7,1224.7,0,0.89,1191.2,1,1802.2,1277.6,2906.7,4,8,1,RT58,30,BOBRN,9,2700,2568.8,2.16,3.93,4724.21,73.8,76454.71,200.1213335,1.712910323,3879367.05,5882965.84,1,0,1,1,1,21,0.013738175717983836,0.9908649479713327,0.9964118450242975,3947490.246738674,5845995.393865228,0,0.0,5845995.393865228,Road
PLANXO9T7E,2025-03-14,P_BSP,CMO_BHOPAL,CUST0007,Central,Plate,A,Normal,82.5,Rail,1643,40.6,35.2,1569.5,0,0.51,1377.3,2,1144.8,857.9,2480.6,9,3,1,RT45,39,BOXN,2,2200,1659.5,1.2,8.71,18361.38,58.5,67242.7,280.5622729,1.543628082,3119377.73,4208792.27,1,1,1,4,3,14,0.5012178472774385,0.9800502095946487,0.9963834581101659,3206077.1119688414,4190452.4585000174,0,0.0,4190452.4585000174,Road
PLAN8G8JDP,2025-08-02,P_BSP,CMO_KOLKATA,CUST0340,East,Slab,S1,Normal,25.0,Rail,1114,50.1,32.4,1091.1,0,0.5,955.0,1,1473.6,711.8,2453.1,3,7,1,MIX60,40,BCNHL,0,2850,1900.7,1.99,9.62,19310.56,51.1,95151.92,85.37414566,1.503056914,2345208.43,3182542.35,1,0,1,5,8,2,0.021234794305295953,0.9646934028911078,0.9764991781291419,2617934.094110404,3163980.5305476296,0,0.0,3163980.5305476296,Road
PLAN0LVSNU,2025-01-18,P_BSP,CMO_DELHI,CUST0194,North,Coil,TMT,Normal,65.9,Rail,285,45.7,6.0,1546.7,0,0.84,1486.1,4,2212.9,495.1,1102.5,7,3,1,RT58,66,BCNHL,35,2700,1102.5,0.74,9.75,84094.59,30.7,91521.48,250.4963768,1.448843794,905536.44,455244.83,0,0,1,5,1,18,0.003602816895661478,0.01392319593662017,0.9941525504087525,846390.7586097481,455844.35291562625,0,0.0,455844.35291562625,Road
PLANJZA7TZ,2025-04-01,P_BSP,CMO_MUMBAI,CUST0178,West,Coil,HR,High,123.7,Rail,1782,37.1,49.9,1557.6,0,0.97,1544.6,3,1515.3,652.4,1264.4,8,1,1,RT45,62,BOXN,9,2200,1264.4,0.82,7.12,13804.54,44.6,88160.56,278.3752044,1.38826107,3314917.05,3127975.42,0,0,1,1,4,1,0.003596721389864563,0.28857810763169356,0.9935909829051758,2955705.3653336265,3154086.825559107,0,0.0,3154086.825559107,Road
PLAN0YNCXL,2025-03-30,P_BSP,CMO_KOLKATA,CUST0154,East,Rod,CR,High,62.0,Rail,326,40.5,6.0,1031.7,1,0.71,812.6,4,1843.9,741.4,971.8,2,5,1,RT59,47,BRN,5,2750,971.8,1.2,4.5,0.0,25.3,77235.07,262.0207372,1.724612471,953484.74,546368.96,0,0,1,6,3,30,0.003667121587359232,0.03090046523236205,0.9941805765104816,933724.7932829373,566272.1430215901,0,0.0,566272.1430215901,Road
PLANL4ZKLO,2025-01-03,P_BSP,CMO_CHENNAI,CUST0178,South,Rod,TMT,High,72.4,Rail,1662,28.2,71.5,1288.5,0,0.89,1252.6,1,1774.7,1055.8,1821.5,7,7,1,MIX60,56,BRN,4,2850,1821.5,1.45,2.24,0.0,46.7,63004.06,263.8287303,1.766530806,4495182.71,5347877.0,1,0,1,4,1,3,0.0050890671296420316,0.9503981982887398,0.9910867093918573,3623033.010732289,5316539.114356017,0,0.0,5316539.114356017,Road
PLANOKEP7Y,2025-01-14,P_BSP,CMO_KOLKATA,CUST0074,East,Slab,CR,Normal,44.6,Rail,837,46.4,18.5,1147.1,0,0.83,1099.0,4,2682.2,798.9,3148.2,5,4,1,RT59,52,BOXN,10,2750,3148.2,2.86,8.09,36653.38,84.7,87393.41,249.7626633,1.750469663,3325696.55,4612563.53,1,0,1,1,1,14,0.1610177493828905,0.9893160115225974,0.9961257655359523,2993723.0374300857,4642262.111088754,1,2750.0,3326285.25184114,Rail
PLAN6WKTAK,2025-04-24,P_BSP,CMO_CHENNAI,CUST0030,South,Plate,HB,Normal,28.3,Rail,1230,38.2,28.1,1136.9,0,0.57,1013.8,1,763.7,435.9,1623.6,1,7,1,RT45,67,BOST,1,2200,1025.2,1.01,1.55,0.0,38.0,78656.87,247.0547721,1.450689986,1829937.83,1829314.27,0,0,0,3,4,24,0.0035968247711883443,0.42526244491835463,0.01910442224902457,1846355.0335099122,1865735.5530067917,0,0.0,1865735.5530067917,Road
PLANPUXQPH,2025-09-01,P_BSP,CMO_BHOPAL,CUST0160,Central,Coil,HR,High,94.4,Rail,226,28.1,13.3,1261.6,0,0.65,1151.3,5,1460.3,590.9,3029.3,7,3,0,RT45,60,BRN,6,2200,1814.8,1.58,12.13,33241.73,62.0,73875.83,88.16341121,1.510776827,600372.66,619637.26,0,0,1,0,9,1,0.006635192646759919,0.49096841069626224,0.9959804772415023,834038.7615469787,643388.4170410583,0,0.0,643388.4170410583,Road
PLANR62GDS,2025-03-31,P_BSP,CMO_KOLKATA,CUST0272,East,Plate,TMT,VIP,122.4,Rail,197,32.9,18.3,1002.5,0,0.93,984.5,2,933.4,352.8,679.2,8,5,1,RT59,39,BRN,11,2750,679.2,0.69,6.99,11779.51,17.7,81118.46,213.5685578,2.024245754,640292.95,270848.94,0,0,1,0,3,31,0.00363807521664152,0.03040107003741287,0.9964966796506979,747620.6324953549,280505.3993357796,0,0.0,280505.3993357796,Road
PLANWM31YI,2025-02-22,P_BSP,CMO_KOLKATA,CUST0213,East,Coil,A,Normal,30.1,Rail,1485,45.2,30.4,801.2,0,0.87,774.8,2,1984.9,747.0,1483.2,1,6,1,RT45,55,BOXN,11,2200,1483.2,1.91,0.54,0.0,52.3,73429.28,60.0,1.399142198,2454539.91,3081683.45,1,0,0,5,2,22,0.014720826539163638,0.9521472549372709,0.029384866939105688,2599096.3488521217,3073016.0038979384,0,0.0,3073016.0038979384,Road
PLANHAIR4C,2025-02-01,P_BSP,CMO_MUMBAI,CUST0275,West,Slab,TMT,Normal,22.4,Rail,491,49.7,6.0,1067.0,1,0.51,795.2,1,1112.1,1701.7,1153.8,4,5,0,RT45,44,BOXN,1,2200,1153.8,1.45,5.67,0.0,40.7,93065.38,285.6899496,1.615772212,1164214.22,915360.49,0,0,1,5,2,1,0.00438299458849426,0.12502795129340294,0.9950236922142282,969273.7581640107,874835.055359898,0,0.0,874835.055359898,Road
PLANOWGZRI,2025-03-25,P_BSP,CMO_MUMBAI,CUST0143,West,Wire,HR,Normal,26.3,Rail,1767,40.1,57.8,1495.2,0,0.7,1384.2,2,3177.0,1790.8,2108.1,4,4,1,MIX60,48,BOXN,1,2850,2108.1,1.52,4.38,0.0,55.8,83151.64,222.3826751,1.408074934,4049313.06,5245097.01,1,0,1,1,3,25,0.29822046744068315,0.9769942242025325,0.9943835036714471,3937868.9263013746,5221505.1277266275,0,0.0,5221505.1277266275,Road
PLANXA11DP,2025-02-04,P_BSP,CMO_MUMBAI,CUST0275,West,Slab,CR,High,81.6,Rail,1687,34.1,48.7,1149.2,0,0.54,1015.9,3,1412.8,930.9,2053.5,5,3,1,RT58,68,BOST,11,2700,1971.3,1.94,0.79,0.0,56.6,104952.28,203.7317956,1.588770119,3620175.01,5283587.06,1,1,1,1,2,4,0.6925641049518688,0.987754261592398,0.9961774402079729,3850311.8095259164,5263834.804751572,0,0.0,5263834.804751572,Road
PLANG8SBI4,2025-04-21,P_BSP,CMO_KOLKATA,CUST0129,East,Plate,CR,Normal,43.3,Rail,442,31.5,12.6,1194.2,0,0.56,1063.7,3,1279.6,138.9,638.6,5,4,1,RT59,37,BRN,1,2750,638.6,0.6,12.97,37391.16,16.7,99412.1,159.6623489,1.422705708,1082899.86,401574.62,0,0,1,0,4,21,0.003667121587359232,0.018691136449222816,0.9966467583715128,1024602.0259376668,418643.213270261,0,0.0,418643.213270261,Road
PLANQ2Y9V8,2025-01-03,P_BSP,CMO_MUMBAI,CUST0172,West,Slab,HB,High,60.8,Rail,1612,48.5,20.4,1398.2,0,0.83,1338.0,2,1096.7,1170.4,1217.9,4,7,1,RT58,38,BCNHL,27,2700,1217.9,0.91,7.52,54223.11,33.9,69719.47,207.9084427,1.541323748,3119622.29,3026011.25,1,0,1,4,1,3,0.003640883089155029,0.8854291485065923,0.9964258748955366,2588851.517195528,2960884.781722186,0,0.0,2960884.781722186,Road
PLAN6WZS3T,2025-12-03,P_BSP,CMO_DELHI,CUST0169,North,Plate,HR,VIP,94.1,Rail,216,42.7,6.0,800.7,1,0.81,647.8,1,2101.9,1066.9,2609.4,1,4,1,RT45,47,BOXN,2,2200,2609.4,4.03,2.23,0.0,92.0,58717.4,244.5611555,1.756958748,577068.46,990275.36,1,0,1,2,12,3,0.07027349186260924,0.9631513130622265,0.9564091309245331,833333.1856300094,979907.7190742295,1,2200.0,915047.2952153791,Rail
PLAN60RJIW,2025-02-13,P_BSP,CMO_BHOPAL,CUST0313,Central,Rod,A,High,129.3,Rail,1278,38.0,25.5,1309.8,0,0.52,1151.5,3,844.2,1874.8,2474.9,9,1,1,RT59,55,BOXN,1,2750,1969.1,1.71,1.7,0.0,53.0,87885.75,175.542751,1.480112216,2547640.07,3724716.9,1,0,1,3,2,13,0.3884856718811309,0.9563067885281921,0.9964030430042188,2851138.448614015,3756010.895226772,0,0.0,3756010.895226772,Road
PLAN1SWJCK,2025-08-01,P_BSP,CMO_MUMBAI,CUST0394,West,Rod,S1,Normal,26.2,Rail,1392,36.6,34.7,1617.5,0,0.68,1489.4,2,1709.8,829.8,1213.2,5,5,0,RT45,33,BOBRN,11,2200,1213.2,0.81,8.13,20564.02,44.9,81395.09,276.7013309,1.730709255,2014962.34,2922777.48,1,0,1,4,8,1,0.003943517418905441,0.9776927204532847,0.9959657926556151,2192230.6648894576,2877784.866467857,0,0.0,2877784.866467857,Road
PLANJLTEIY,2025-02-16,P_BSP,CMO_DELHI,CUST0066,North,Coil,A,High,67.4,Rail,1037,44.0,11.5,1222.9,1,0.61,939.0,4,1686.1,629.9,1279.7,1,4,1,RT45,68,BRN,11,2200,1279.7,1.36,10.07,39048.66,43.8,95563.68,225.5745864,1.346679312,1585855.31,1787109.3,0,0,0,6,2,16,0.003667121587359232,0.40193397522791585,0.10009287738860109,1755502.355657591,1780987.9098545357,0,0.0,1780987.9098545357,Road
PLANZCOTOH,2025-04-02,P_BSP,CMO_KOLKATA,CUST0090,East,Coil,A,Normal,29.3,Rail,1584,43.9,43.5,719.3,1,0.89,593.9,3,1321.8,400.6,1716.1,3,5,1,RT59,43,BOST,11,2750,1562.2,2.63,9.38,35338.71,44.1,68984.17,164.404101,1.715460316,3180572.26,4244949.1,1,0,1,2,4,2,0.004054000875722899,0.9871259347473746,0.9742344092275761,3073539.626503297,4260851.8391188625,0,0.0,4260851.8391188625,Road
PLANP6VZ41,2025-03-19,P_BSP,CMO_DELHI,CUST0252,North,Wire,CR,Normal,25.5,Rail,98,34.6,6.0,1180.9,0,0.71,1096.1,5,2061.9,1129.0,1185.7,1,4,1,MIX60,61,BCNHL,8,2850,1185.7,1.08,8.72,21482.03,31.9,63977.32,188.9180844,1.331975583,639000.05,154773.7,0,0,1,2,3,19,0.003601226007034506,0.015349538013827706,0.8931834943497142,653804.7490984647,169321.5065455411,0,0.0,169321.5065455411,Road
PLANNAM148,2025-03-22,P_BSP,CMO_BHOPAL,CUST0349,Central,Slab,CR,VIP,124.2,Rail,274,33.1,6.0,1352.6,0,0.68,1244.3,3,1369.5,724.9,2084.0,7,4,1,RT59,66,BOBRN,3,2750,1804.4,1.45,6.98,5446.7,51.0,86582.35,180.3662165,1.509384578,929631.02,746248.19,0,0,1,5,3,22,0.010235142041754106,0.07794807109383328,0.9967103320376693,858264.4204154615,778690.7791077115,0,0.0,778690.7791077115,Road
PLANP0TVHH,2025-05-02,P_BSP,CMO_DELHI,CUST0158,North,Plate,S1,Normal,44.5,Rail,409,33.4,6.8,1228.0,0,0.73,1144.0,2,2144.6,697.5,1658.5,7,6,0,RT59,57,BOBRN,2,2750,1658.5,1.45,12.06,43954.08,46.9,101624.11,60.0,1.65577786,1191409.47,1123158.0,0,0,1,4,5,2,0.0036671802679120965,0.30097980317766015,0.9960823181285602,1112137.710248549,1126296.6393958628,0,0.0,1126296.6393958628,Road
PLANPBMYOF,2025-02-19,P_BSP,CMO_MUMBAI,CUST0304,West,Plate,TMT,Normal,24.7,Rail,254,37.2,14.3,1268.1,0,0.89,1233.1,2,1303.8,598.7,2480.8,6,9,1,RT58,60,BOXN,5,2700,1663.0,1.35,9.71,14972.97,45.5,66534.77,201.1140018,1.780464191,748710.45,752071.64,1,0,1,2,2,19,0.004028841334036967,0.5984896857833188,0.9962699867903044,880152.6232814759,756806.7343784574,0,0.0,756806.7343784574,Road
PLANQEWAOU,2025-04-14,P_BSP,CMO_CHENNAI,CUST0373,South,Coil,HR,High,106.0,Rail,1081,35.9,27.5,1298.2,0,0.67,1190.1,2,1157.1,1680.0,1626.3,9,4,0,RT58,61,BOXN,10,2700,1626.3,1.37,6.71,20732.32,44.5,78518.07,179.2333141,1.538989153,2038783.03,2705589.56,1,0,1,0,4,14,0.003775297968241622,0.970926767438575,0.9961033828082914,2197277.0291934926,2660948.9851392633,0,0.0,2660948.985139263,Road
PLANAXEQBN,2025-04-01,P_BSP,CMO_BHOPAL,CUST0393,Central,Slab,HB,High,69.9,Rail,528,49.7,8.8,966.9,0,0.8,917.5,1,2108.0,635.1,2422.3,7,6,0,RT45,63,BRN,2,2200,2422.3,2.64,7.2,14108.49,82.8,94958.05,231.303591,1.562192023,1815287.41,1998003.61,1,0,1,1,4,1,0.010027924402647794,0.9722070828858931,0.9963377963180943,1480332.9834746476,2058037.9664156432,0,0.0,2058037.966415643,Road
PLANHL1N13,2025-02-01,P_BSP,CMO_BHOPAL,CUST0205,Central,Rod,S1,VIP,122.2,Rail,1025,37.0,30.6,998.2,0,0.56,888.2,1,2934.4,1080.2,1437.2,5,2,1,RT59,51,BCNHL,38,2750,1437.2,1.62,0.0,35791.63,39.3,86937.16,311.2877648,1.405357763,2044458.62,2070274.68,1,0,1,5,2,1,0.003929063911417488,0.688974320531194,0.9962910315014217,2031515.4276170898,2039187.072847624,0,0.0,2039187.072847624,Road
PLANJCAT9M,2025-06-01,P_BSP,CMO_KOLKATA,CUST0056,East,Rod,HR,High,86.6,Rail,1457,32.5,43.9,1107.6,0,0.77,1043.4,4,10036.8,984.9,1452.5,7,4,1,MIX60,64,BRN,2,2850,1452.5,1.39,3.67,0.0,37.2,73880.23,181.102035,1.714812885,2185316.22,3629045.65,1,0,1,6,6,1,0.003630173055445598,0.9906002304478913,0.9962476798936236,2592631.340028063,3649744.277814295,0,0.0,3649744.277814295,Road
PLANX2X18H,2025-02-23,P_BSP,CMO_CHENNAI,CUST0397,South,Plate,HB,Normal,23.4,Rail,1602,32.8,56.2,1298.2,0,0.81,1235.3,4,1474.2,0.0,1766.2,4,4,1,RT59,42,BOBRN,0,2750,1474.2,1.19,0.65,0.0,41.6,88485.95,190.5815362,1.862432849,3100932.66,4398448.81,1,0,1,6,2,23,0.0036011778483398442,0.9857253505726657,0.9849230248881055,2928924.035396468,4406115.691427431,0,0.0,4406115.691427431,Road
PLANAFEYUH,2025-04-16,P_BSP,CMO_DELHI,CUST0291,North,Coil,HB,Normal,91.7,Rail,220,38.9,6.0,902.7,0,0.61,815.1,3,2873.8,1685.3,714.0,9,2,1,RT45,38,BOXN,7,2200,714.0,0.88,6.7,9275.42,25.2,89357.17,158.7171662,1.358041206,547461.04,213321.11,0,0,1,2,4,16,0.003667121587359232,0.011629963234054706,0.9966380414079189,749616.3637417218,231684.3026397698,0,0.0,231684.30263976977,Road
PLANZ1GV0E,2025-04-01,P_BSP,CMO_DELHI,CUST0053,North,Rod,S1,High,69.6,Rail,837,29.1,27.5,1714.1,1,0.7,1347.6,2,1384.8,58.9,1748.1,6,6,1,RT45,68,BOST,13,2200,1420.1,1.05,0.0,0.0,52.6,81834.55,100.7511268,1.467154895,1767284.95,1743895.08,1,0,1,1,4,1,0.01744674516747434,0.6976498993709392,0.9956923096985575,1687777.6808546798,1751604.2762706978,0,0.0,1751604.276270698,Road
PLAN38DALY,2025-02-23,P_BSP,CMO_CHENNAI,CUST0058,South,Wire,CR,Normal,21.1,Rail,1009,39.6,39.0,594.1,0,0.78,562.1,4,2846.4,439.6,2567.8,4,6,0,RT58,49,BOBRN,9,2700,2567.8,4.57,10.75,66628.69,73.8,77428.21,254.4565761,1.622496867,3411899.91,4203743.68,1,0,1,6,2,23,0.009772050503143611,0.984960566302369,0.9867235493335182,3358820.515120429,4317177.149609673,0,0.0,4317177.149609673,Road
PLAN8OZCYW,2025-03-04,P_BSP,CMO_DELHI,CUST0223,North,Coil,HR,Normal,27.6,Rail,172,32.0,6.0,773.3,0,0.66,708.4,2,3949.2,596.8,998.0,5,6,1,RT58,35,BOBRN,9,2700,998.0,1.41,15.92,75575.3,28.7,82654.1,186.1311901,1.961814476,583362.41,336757.23,0,0,1,1,3,4,0.003667121587359232,0.031225685195538918,0.9965172159690203,726187.2389313692,363399.6386622641,0,0.0,363399.6386622641,Road
PLAND14VE9,2025-04-03,P_BSP,CMO_BHOPAL,CUST0176,Central,Coil,TMT,Normal,52.7,Rail,318,47.0,8.2,1338.4,0,0.57,1194.9,3,1953.2,509.9,2496.8,8,5,1,RT58,49,BCNHL,10,2700,2259.1,1.89,5.38,12477.0,62.8,67592.87,314.7339416,1.729282357,1043558.92,1242305.72,1,1,1,3,4,3,0.7940542133411902,0.9460915893182924,0.9966507039892836,1018255.4760159951,1225986.424556766,0,0.0,1225986.424556766,Road
PLAN2MPNSM,2025-01-18,P_BSP,CMO_BHOPAL,CUST0254,Central,Plate,A,Normal,60.6,Rail,284,40.7,6.0,1316.9,0,0.52,1157.7,1,2770.7,708.4,1852.9,7,4,1,RT59,53,BCNHL,2,2750,1852.9,1.6,3.59,0.0,50.7,76672.58,170.8926795,1.425666824,871436.56,750219.53,0,0,1,5,1,18,0.006991280371330925,0.07364426447163816,0.9947839741753615,866400.4400450175,779270.7825784554,0,0.0,779270.7825784554,Road
PLAN43D8W3,2025-03-31,P_BSP,CMO_MUMBAI,CUST0290,West,Wire,HR,Normal,21.7,Rail,639,52.7,6.0,1181.9,0,0.68,1086.9,4,2361.3,491.2,1924.7,6,7,0,RT58,51,BOST,5,2700,1924.7,1.77,3.17,0.0,55.3,85473.02,60.0,1.389521114,1647765.56,1708948.81,1,0,1,0,3,31,0.0067362262015888815,0.852663448017757,0.9930188556832505,1580232.409628676,1690536.3373020266,0,0.0,1690536.3373020266,Road
PLANZP08J3,2025-02-13,P_BSP,CMO_BHOPAL,CUST0348,Central,Wire,TMT,Normal,32.1,Rail,1536,38.6,45.0,1369.0,0,0.52,1203.8,5,1820.1,1342.7,2084.8,2,5,1,RT45,53,BRN,10,2200,2084.8,1.73,0.0,0.0,71.3,97074.23,200.2264147,1.672407436,3290318.32,5355471.39,1,0,0,3,2,13,0.15752973587583347,0.9913726229850335,0.053112497131567904,3419233.7113710493,5341591.313638818,0,0.0,5341591.313638818,Road
PLANTRP0J4,2025-03-02,P_BSP,CMO_DELHI,CUST0350,North,Coil,S1,High,60.0,Rail,324,25.0,22.9,1341.9,1,0.63,1034.4,5,1399.4,1036.4,1594.1,3,4,0,RT59,52,BOST,11,2750,1594.1,1.54,8.63,45499.19,45.0,67210.58,111.2893184,1.475260794,1188495.9,761955.09,0,0,1,6,3,2,0.0036671802679120965,0.0676720750140501,0.9833770199538482,1046494.1372920577,737783.8049391094,0,0.0,737783.8049391094,Road
PLAN3D5IQV,2025-03-15,P_BSP,CMO_MUMBAI,CUST0091,West,Slab,HR,Normal,34.8,Rail,911,48.7,26.2,1200.0,0,0.74,1120.8,5,1465.0,551.7,2045.5,1,8,1,RT45,50,BRN,4,2200,1796.0,1.6,5.82,3111.49,61.4,87644.77,213.9927277,1.391779853,2317314.89,2277168.96,1,0,0,5,3,15,0.06352122175944706,0.6871577021185181,0.02632028306929076,2080234.9460790432,2326840.905911063,0,0.0,2326840.905911063,Road
PLANNB4GH2,2025-03-03,P_BSP,CMO_MUMBAI,CUST0111,West,Wire,CR,Normal,47.7,Rail,1420,43.0,29.7,1267.1,0,0.72,1178.0,5,817.6,465.3,1637.1,3,1,1,RT58,45,BOXN,1,2700,1096.8,0.93,7.35,3823.85,30.0,66472.27,156.9347775,1.337739069,2223125.44,2083469.74,0,0,1,0,3,3,0.003667121587359232,0.1276262034952474,0.9844233271036973,2131922.4568614718,2047980.819324976,0,0.0,2047980.8193249758,Road
PLANM5ZJA8,2025-10-04,P_BSP,CMO_BHOPAL,CUST0091,Central,Coil,S1,Normal,25.6,Rail,1004,43.9,21.8,414.8,0,0.76,390.4,5,3369.7,574.0,1389.7,2,5,1,RT45,56,BOXN,5,2200,1389.7,3.56,6.28,22647.75,49.0,91125.15,169.6035543,1.813856775,1816622.31,2530799.63,1,0,0,5,10,4,0.00408776983896689,0.9826397649678336,0.4162519661337964,1908044.2096533845,2563038.375315414,0,0.0,2563038.375315414,Road
PLANDZR1YX,2025-01-14,P_BSP,CMO_CHENNAI,CUST0116,South,Plate,HR,Normal,35.8,Rail,374,34.0,13.1,1166.7,0,0.74,1091.4,5,5557.0,437.9,2624.7,6,5,1,RT59,54,BOST,11,2750,2624.7,2.4,6.11,26307.1,74.1,98925.23,169.5785106,1.448267316,1280783.37,1421673.94,1,0,1,1,1,14,0.06597282034803897,0.7000307721540467,0.9953136994998376,1170644.06004453,1443267.2335627563,0,0.0,1443267.2335627563,Road
PLANR2DHYL,2025-05-04,P_BSP,CMO_KOLKATA,CUST0042,East,Rod,TMT,Normal,29.9,Rail,719,39.7,20.0,1188.1,0,0.73,1107.3,5,776.0,320.4,929.4,4,9,1,RT45,64,BOST,0,2200,929.4,0.84,0.09,0.0,34.4,63293.98,184.388315,1.171662122,1111962.92,782949.86,0,0,1,6,5,4,0.0035973496245137837,0.03795189858832515,0.9942279620127602,1211432.876045149,881455.7952707687,0,0.0,881455.7952707687,Road
PLANURTP0L,2025-02-17,P_BSP,CMO_KOLKATA,CUST0315,East,Wire,HR,VIP,92.9,Rail,935,41.1,26.8,1678.2,0,0.62,1517.0,4,3370.6,1174.2,1454.2,3,4,1,RT59,57,BRN,8,2750,1454.2,0.96,8.01,17614.48,37.9,71633.64,180.4994534,1.348593523,1856016.26,1833651.6,0,0,1,0,2,17,0.003667121587359232,0.2190008749916486,0.98372484784047,1878549.370994815,1785950.9361394648,0,0.0,1785950.9361394646,Road
PLANZJJEGE,2025-01-15,P_BSP,CMO_MUMBAI,CUST0088,West,Plate,CR,Normal,75.1,Rail,1385,38.6,37.1,993.6,0,0.53,877.8,5,1760.5,643.9,2379.4,8,3,0,RT58,53,BOBRN,1,2700,2146.8,2.45,12.8,37632.16,61.7,68080.32,164.2928304,1.55272425,3220766.11,4616742.96,1,0,1,2,1,15,0.00879267141468933,0.9808216602302718,0.9957720887133251,3373918.6435605553,4610087.25425025,0,0.0,4610087.25425025,Road
PLANT1GHR0,2025-03-13,P_BSP,CMO_BHOPAL,CUST0024,Central,Coil,TMT,Normal,25.2,Rail,96,29.6,6.0,1191.0,0,0.54,1055.5,5,1231.6,958.0,1158.2,5,5,1,MIX60,63,BOXN,8,2850,1158.2,1.1,4.17,0.0,30.6,78009.38,121.8660548,1.679952852,517356.95,186789.25,0,0,1,3,3,13,0.003657732980918957,0.08752520334598078,0.9953644183112991,631612.2036359652,188245.4130491249,0,0.0,188245.4130491249,Road
PLAN9SKDGI,2025-03-19,P_BSP,CMO_DELHI,CUST0245,North,Slab,CR,Normal,53.9,Rail,150,56.6,6.0,1555.9,0,0.78,1471.1,3,1970.3,826.0,1677.8,4,1,0,RT59,39,BOBRN,2,2750,1677.8,1.14,2.85,0.0,47.4,73128.32,219.5219532,1.704636687,622040.17,429005.91,0,0,1,2,3,19,0.003591539476873088,0.04045151848896023,0.9961855118337873,699743.187591497,423911.95944151294,0,0.0,423911.95944151294,Road
PLANGATJ9T,2025-03-28,P_BSP,CMO_KOLKATA,CUST0227,East,Plate,CR,High,102.4,Rail,1372,45.0,36.5,1340.0,0,0.86,1291.8,4,1116.7,1379.8,838.8,6,1,1,RT59,64,BOBRN,11,2750,838.8,0.65,11.16,31659.81,23.7,94993.33,93.68455432,1.610672452,1767381.19,1853615.98,1,0,1,4,3,28,0.003667121587359232,0.6115194540356429,0.9963879280792537,1816887.7140206154,1910283.2825377712,0,0.0,1910283.2825377712,Road
PLANZE5R5U,2025-03-03,P_BSP,CMO_BHOPAL,CUST0385,Central,Slab,S1,Normal,49.5,Rail,1428,42.5,51.1,1206.3,0,0.53,1065.0,3,2080.9,1158.1,1506.3,4,1,1,RT59,53,BCNHL,0,2750,1506.3,1.41,1.12,0.0,41.2,84212.18,297.3581545,1.772990345,3120736.88,3813695.85,1,0,1,0,3,3,0.003664902244969671,0.9902590138524625,0.9929733854244936,2652443.990093456,3702516.9040002096,0,0.0,3702516.9040002096,Road
